,State,Year,Prod. Renewable (Bil. Btu),Pop. (1000s),Energy Pr. ($/mil. btu),Difference
1522,Texas,1999,93994.0,20558.0,6.7,-11983040.0
1573,Texas,2000,96071.0,20944.0,8.7,-12324780.0
1624,Texas,2001,96535.0,21320.0,8.9,-12104393.0
1675,Texas,2002,121028.0,21690.0,8.0,-12387368.0
1726,Texas,2003,115457.0,22031.0,9.8,-12180084.0
1777,Texas,2004,120813.0,22394.0,11.4,-12212865.0
1828,Texas,2005,137517.0,22778.0,14.7,-11720513.0
1879,Texas,2006,152232.0,23360.0,16.8,-11712761.0
1930,Texas,2007,191764.0,23832.0,17.8,-11582495.0
1981,Texas,2008,298470.0,24309.0,21.7,-10953503.0
2032,Texas,2009,295329.0,24802.0,15.8,-10587991.0
2083,Texas,2010,392977.0,25243.0,17.4,-11288874.0
2134,Texas,2011,440763.0,25646.0,20.5,-11444625.0
2185,Texas,2012,452930.0,26090.0,19.3,-11491804.0
2236,Texas,2013,476268.0,26489.0,19.1,-12247162.0
2287,Texas,2014,529818.0,26977.0,18.9,-12203863.0
2338,Texas,2015,567922.0,27487.0,13.7,-12318820.0
2389,Texas,2016,691225.0,27937.0,12.5,-12398345.0
2440,Texas,2017,786173.0,28323.0,14.0,-12579691.0
3007,Texas,2018,438002.8,27782.7,16.9,-13192142.6
3008,Texas,2019,448068.7,28140.3,17.3,-13307750.8
3009,Texas,2020,458134.5,28497.9,17.6,-13423359.0
3010,Texas,2021,468200.4,28855.5,17.9,-13538967.2
3011,Texas,2022,478266.2,29213.2,18.3,-13654575.4
3012,Texas,2023,488332.1,29570.8,18.6,-13770183.6
3013,Texas,2024,498397.9,29928.4,19.0,-13885791.8
3014,Texas,2025,508463.8,30286.0,19.3,-14001400.0
3015,Texas,2026,518529.6,30643.6,19.6,-14117008.2
3016,Texas,2027,528595.5,31001.2,20.0,-14232616.4
3017,Texas,2028,538661.3,31358.8,20.3,-14348224.6
3018,Texas,2029,548727.2,31716.4,20.6,-14463832.8
3019,Texas,2030,558793.0,32074.1,21.0,-14579441.0
44,Utah,1970,10079.0,1066.0,1.3,-386940.0
95,Utah,1971,12615.0,1101.0,1.4,-402584.0
146,Utah,1972,15234.0,1135.0,1.5,-412943.0
197,Utah,1973,14683.0,1170.0,1.6,-443093.0
248,Utah,1974,12440.0,1200.0,2.2,-461226.0
299,Utah,1975,14074.0,1236.0,2.6,-466682.0
350,Utah,1976,14974.0,1275.0,2.7,-495259.0
401,Utah,1977,11709.0,1320.0,3.1,-474380.0
452,Utah,1978,12093.0,1368.0,3.4,-498602.0
503,Utah,1979,13634.0,1420.0,4.4,-512763.0
554,Utah,1980,13025.0,1473.0,5.8,-491549.0
605,Utah,1981,12388.0,1515.0,6.7,-465815.0
656,Utah,1982,16757.0,1558.0,7.3,-450881.0
707,Utah,1983,21168.0,1595.0,7.0,-470642.0
758,Utah,1984,21624.0,1622.0,7.1,-482384.0
809,Utah,1985,18680.0,1643.0,7.2,-481754.0
860,Utah,1986,22999.0,1663.0,7.0,-447787.0
911,Utah,1987,14262.0,1678.0,7.4,-448127.0
962,Utah,1988,11778.0,1689.0,6.8,-514527.0
1013,Utah,1989,11676.0,1706.0,6.8,-525944.0
1064,Utah,1990,10774.0,1731.0,7.2,-525024.0
1115,Utah,1991,12553.0,1780.0,7.0,-552967.0
1166,Utah,1992,12378.0,1837.0,7.2,-539238.0
1217,Utah,1993,14575.0,1898.0,7.0,-562739.0
1268,Utah,1994,13808.0,1960.0,7.0,-573385.0
1319,Utah,1995,15540.0,2014.0,7.0,-621327.0
1370,Utah,1996,17160.0,2068.0,7.6,-648989.0
1421,Utah,1997,20402.0,2120.0,7.7,-660112.0
1472,Utah,1998,19503.0,2166.0,7.0,-684376.0
1523,Utah,1999,20361.0,2203.0,7.5,-673995.0
1574,Utah,2000,15405.0,2245.0,8.7,-723298.0
1625,Utah,2001,10816.0,2284.0,9.3,-697614.0
1676,Utah,2002,10879.0,2325.0,9.2,-677424.0
1727,Utah,2003,10252.0,2360.0,10.2,-688545.0
1778,Utah,2004,10581.0,2402.0,11.4,-718926.0
1829,Utah,2005,13607.0,2458.0,13.7,-746319.0
1880,Utah,2006,13202.0,2526.0,15.9,-765372.0
1931,Utah,2007,11031.0,2598.0,16.5,-769916.0
1982,Utah,2008,13953.0,2663.0,18.7,-754070.0
2033,Utah,2009,15951.0,2723.0,15.0,-726269.0
2084,Utah,2010,17678.0,2775.0,17.0,-740143.0
2135,Utah,2011,24387.0,2814.0,20.3,-771500.0
2186,Utah,2012,20555.0,2853.0,21.2,-770862.0
2237,Utah,2013,17050.0,2898.0,20.7,-815607.0
2288,Utah,2014,21559.0,2937.0,21.0,-778507.0
2339,Utah,2015,23983.0,2982.0,17.2,-779456.0
2390,Utah,2016,36584.0,3043.0,15.7,-775445.0
2441,Utah,2017,53343.0,3103.0,16.9,-775328.0
3020,Utah,2018,24132.9,3051.2,18.3,-817997.9
3021,Utah,2019,24422.0,3094.0,18.7,-827007.5
3022,Utah,2020,24711.1,3136.7,19.0,-836017.0
3023,Utah,2021,25000.2,3179.5,19.4,-845026.6
3024,Utah,2022,25289.2,3222.2,19.8,-854036.2
3025,Utah,2023,25578.3,3264.9,20.1,-863045.7
3026,Utah,2024,25867.4,3307.7,20.5,-872055.3
3027,Utah,2025,26156.5,3350.4,20.9,-881064.8
3028,Utah,2026,26445.6,3393.1,21.3,-890074.4
3029,Utah,2027,26734.7,3435.9,21.6,-899084.0
3030,Utah,2028,27023.8,3478.6,22.0,-908093.5
3031,Utah,2029,27312.9,3521.4,22.4,-917103.1
3032,Utah,2030,27601.9,3564.1,22.7,-926112.6
46,Vermont,1970,14717.0,446.0,2.4,-98505.0
97,Vermont,1971,14594.0,454.0,2.5,-102374.0
148,Vermont,1972,15955.0,463.0,2.6,-107962.0
199,Vermont,1973,17149.0,468.0,2.9,-109285.0
250,Vermont,1974,16134.0,473.0,4.1,-100703.0
301,Vermont,1975,16361.0,480.0,4.3,-97995.0
352,Vermont,1976,19325.0,485.0,4.5,-112465.0
403,Vermont,1977,19373.0,492.0,4.8,-109952.0
454,Vermont,1978,20504.0,498.0,5.0,-113951.0
505,Vermont,1979,22340.0,505.0,6.6,-109442.0
556,Vermont,1980,22881.0,513.0,9.0,-102912.0
607,Vermont,1981,24825.0,516.0,10.5,-95847.0
658,Vermont,1982,22667.0,519.0,10.5,-92450.0
709,Vermont,1983,26554.0,523.0,10.3,-96718.0
760,Vermont,1984,26036.0,527.0,10.1,-106800.0
811,Vermont,1985,26890.0,530.0,10.1,-107648.0
862,Vermont,1986,23871.0,534.0,8.9,-104392.0
913,Vermont,1987,23132.0,540.0,9.1,-114378.0
964,Vermont,1988,21704.0,550.0,9.2,-122926.0
1015,Vermont,1989,20018.0,558.0,9.9,-122511.0
1066,Vermont,1990,19484.0,565.0,11.2,-106661.0
1117,Vermont,1991,17310.0,569.0,10.9,-115257.0
1168,Vermont,1992,16014.0,573.0,10.7,-122280.0
1219,Vermont,1993,18238.0,578.0,10.7,-118043.0
1270,Vermont,1994,19068.0,584.0,10.8,-116820.0
1321,Vermont,1995,19167.0,589.0,11.2,-113978.0
1372,Vermont,1996,21867.0,594.0,11.7,-118127.0
1423,Vermont,1997,19949.0,597.0,11.4,-124830.0
1474,Vermont,1998,20290.0,600.0,11.1,-115950.0
1525,Vermont,1999,20800.0,605.0,11.7,-113730.0
1576,Vermont,2000,21389.0,610.0,13.6,-125995.0
1627,Vermont,2001,17341.0,612.0,13.9,-130341.0
1678,Vermont,2002,22714.0,615.0,13.8,-125601.0
1729,Vermont,2003,24054.0,618.0,14.7,-126942.0
1780,Vermont,2004,22040.0,620.0,16.0,-139031.0
1831,Vermont,2005,24325.0,621.0,18.7,-135277.0
1882,Vermont,2006,27595.0,623.0,21.0,-128870.0
1933,Vermont,2007,18652.0,623.0,22.9,-136130.0
1984,Vermont,2008,27030.0,624.0,27.0,-119336.0
2035,Vermont,2009,31572.0,625.0,21.1,-125106.0
2086,Vermont,2010,32420.0,626.0,23.6,-123629.0
2137,Vermont,2011,30555.0,627.0,27.9,-121372.0
2188,Vermont,2012,26308.0,626.0,29.1,-104412.0
2239,Vermont,2013,33314.0,626.0,28.3,-103912.0
2290,Vermont,2014,32831.0,625.0,27.7,-107667.0
2341,Vermont,2015,38784.0,625.0,21.3,-102150.0
2392,Vermont,2016,35725.0,624.0,19.9,-100109.0
2443,Vermont,2017,38044.0,625.0,21.4,-96750.0
3046,Vermont,2018,30771.1,663.5,25.0,-118995.4
3047,Vermont,2019,31077.7,667.5,25.5,-119290.7
3048,Vermont,2020,31384.3,671.6,26.0,-119586.0
3049,Vermont,2021,31690.9,675.6,26.5,-119881.3
3050,Vermont,2022,31997.5,679.6,26.9,-120176.6
3051,Vermont,2023,32304.1,683.6,27.4,-120472.0
3052,Vermont,2024,32610.7,687.7,27.9,-120767.3
3053,Vermont,2025,32917.3,691.7,28.4,-121062.6
3054,Vermont,2026,33223.9,695.7,28.9,-121357.9
3055,Vermont,2027,33530.5,699.7,29.4,-121653.2
3056,Vermont,2028,33837.1,703.8,29.9,-121948.5
3057,Vermont,2029,34143.7,707.8,30.4,-122243.8
3058,Vermont,2030,34450.3,711.8,30.8,-122539.1
45,Virginia,1970,62711.0,4659.0,1.8,-1216317.0
96,Virginia,1971,66364.0,4751.0,1.9,-1255999.0
147,Virginia,1972,70488.0,4824.0,2.0,-1304907.0
198,Virginia,1973,69214.0,4901.0,2.2,-1365856.0
249,Virginia,1974,66085.0,4971.0,3.3,-1316264.0
300,Virginia,1975,66861.0,5047.0,4.0,-1292133.0
351,Virginia,1976,76045.0,5122.0,4.2,-1367790.0
402,Virginia,1977,73803.0,5193.0,4.7,-1412421.0
453,Virginia,1978,86397.0,5270.0,4.9,-1428766.0
504,Virginia,1979,95181.0,5308.0,6.0,-1473189.0
555,Virginia,1980,85571.0,5368.0,8.0,-1445283.0
606,Virginia,1981,79291.0,5444.0,9.0,-1434968.0
657,Virginia,1982,93492.0,5493.0,9.2,-1407558.0
708,Virginia,1983,95860.0,5565.0,8.9,-1463277.0
759,Virginia,1984,102908.0,5644.0,8.6,-1533923.0
810,Virginia,1985,99955.0,5715.0,8.7,-1570545.0
861,Virginia,1986,83623.0,5812.0,7.4,-1673320.0
912,Virginia,1987,85820.0,5932.0,7.6,-1761397.0
963,Virginia,1988,78435.0,6037.0,7.6,-1843515.0
1014,Virginia,1989,96553.0,6120.0,8.0,-1868535.0
1065,Virginia,1990,104855.0,6217.0,8.6,-1858661.0
1116,Virginia,1991,106699.0,6301.0,8.5,-1863937.0
1167,Virginia,1992,110242.0,6414.0,8.6,-1885682.0
1218,Virginia,1993,119272.0,6510.0,8.8,-1944258.0
1269,Virginia,1994,122634.0,6593.0,8.6,-1964158.0
1320,Virginia,1995,126481.0,6671.0,8.8,-2024853.0
1371,Virginia,1996,136360.0,6751.0,9.1,-2072169.0
1422,Virginia,1997,123587.0,6829.0,9.2,-2081003.0
1473,Virginia,1998,123068.0,6901.0,8.4,-2107601.0
1524,Virginia,1999,120213.0,7000.0,8.8,-2168697.0
1575,Virginia,2000,114065.0,7106.0,10.4,-2271467.0
1626,Virginia,2001,92832.0,7198.0,10.7,-2228879.0
1677,Virginia,2002,77071.0,7287.0,10.4,-2275781.0
1728,Virginia,2003,104204.0,7367.0,11.3,-2321294.0
1779,Virginia,2004,110813.0,7476.0,12.7,-2439087.0
1830,Virginia,2005,126819.0,7577.0,15.0,-2495989.0
1881,Virginia,2006,118780.0,7674.0,16.6,-2447949.0
1932,Virginia,2007,116779.0,7751.0,17.6,-2526177.0
1983,Virginia,2008,117389.0,7833.0,21.2,-2427032.0
2034,Virginia,2009,114854.0,7926.0,17.6,-2314454.0
2085,Virginia,2010,110535.0,8024.0,19.2,-2381219.0
2136,Virginia,2011,104678.0,8100.0,22.3,-2282869.0
2187,Virginia,2012,102113.0,8185.0,22.7,-2246067.0
2238,Virginia,2013,117964.0,8253.0,22.1,-2299052.0
2289,Virginia,2014,136422.0,8312.0,21.8,-2299562.0
2340,Virginia,2015,138276.0,8363.0,17.9,-2236222.0
2391,Virginia,2016,139697.0,8411.0,16.6,-2192481.0
2442,Virginia,2017,138386.0,8465.0,17.8,-2164185.0
3033,Virginia,2018,136332.2,8621.0,19.8,-2558946.4
3034,Virginia,2019,137672.4,8705.4,20.1,-2586215.3
3035,Virginia,2020,139012.7,8789.9,20.5,-2613484.3
3036,Virginia,2021,140353.0,8874.4,20.9,-2640753.2
3037,Virginia,2022,141693.3,8958.9,21.3,-2668022.1
3038,Virginia,2023,143033.5,9043.4,21.6,-2695291.0
3039,Virginia,2024,144373.8,9127.9,22.0,-2722560.0
3040,Virginia,2025,145714.1,9212.4,22.4,-2749828.9
3041,Virginia,2026,147054.4,9296.9,22.8,-2777097.8
3042,Virginia,2027,148394.6,9381.4,23.2,-2804366.7
3043,Virginia,2028,149734.9,9465.8,23.5,-2831635.7
3044,Virginia,2029,151075.2,9550.3,23.9,-2858904.6
3045,Virginia,2030,152415.5,9634.8,24.3,-2886173.5
47,Washington,1970,796121.0,3413.0,1.6,-498024.0
98,Washington,1971,817275.0,3448.0,1.6,-503704.0
149,Washington,1972,854559.0,3448.0,1.6,-607843.0
200,Washington,1973,783243.0,3479.0,1.8,-715313.0
251,Washington,1974,926539.0,3550.0,2.4,-567692.0
302,Washington,1975,935362.0,3621.0,2.8,-522804.0
353,Washington,1976,1051188.0,3694.0,3.0,-455767.0
404,Washington,1977,773465.0,3776.0,3.3,-751089.0
455,Washington,1978,1002202.0,3889.0,3.5,-614005.0
506,Washington,1979,900631.0,4018.0,4.3,-767152.0
557,Washington,1980,951633.0,4155.0,5.9,-685188.0
608,Washington,1981,1074488.0,4236.0,6.8,-687804.0
659,Washington,1982,1008273.0,4277.0,7.5,-659588.0
710,Washington,1983,1005126.0,4300.0,7.5,-619831.0
761,Washington,1984,982001.0,4344.0,7.5,-742696.0
812,Washington,1985,917722.0,4400.0,7.4,-806962.0
863,Washington,1986,943292.0,4453.0,6.2,-815260.0
914,Washington,1987,850801.0,4532.0,6.2,-959636.0
965,Washington,1988,835492.0,4640.0,6.3,-1112249.0
1016,Washington,1989,855589.0,4746.0,6.5,-1157419.0
1067,Washington,1990,1004344.0,4903.0,7.0,-1042047.0
1118,Washington,1991,1007480.0,5026.0,7.1,-1029587.0
1169,Washington,1992,803146.0,5161.0,6.6,-1269105.0
1220,Washington,1993,791624.0,5279.0,7.0,-1278335.0
1271,Washington,1994,773994.0,5375.0,7.2,-1286471.0
1322,Washington,1995,942015.0,5481.0,7.3,-1167334.0
1373,Washington,1996,1109139.0,5570.0,7.9,-984690.0
1424,Washington,1997,1158984.0,5675.0,7.8,-963698.0
1475,Washington,1998,901989.0,5770.0,7.0,-1292189.0
1526,Washington,1999,1081815.0,5843.0,7.6,-1197995.0
1577,Washington,2000,908860.0,5911.0,9.5,-1301347.0
1628,Washington,2001,659060.0,5986.0,10.4,-1331371.0
1679,Washington,2002,887900.0,6052.0,10.4,-958110.0
1730,Washington,2003,829196.0,6104.0,11.5,-1029253.0
1781,Washington,2004,817635.0,6179.0,13.1,-1101477.0
1832,Washington,2005,807731.0,6257.0,15.0,-1141021.0
1883,Washington,2006,928254.0,6371.0,16.5,-1127447.0
1934,Washington,2007,883154.0,6462.0,17.7,-1165628.0
1985,Washington,2008,879243.0,6562.0,20.6,-1161974.0
2036,Washington,2009,832048.0,6667.0,16.8,-1199250.0
2087,Washington,2010,821250.0,6743.0,18.4,-1221159.0
2138,Washington,2011,1058845.0,6822.0,21.5,-1010474.0
2189,Washington,2012,1016868.0,6893.0,21.8,-1027423.0
2240,Washington,2013,921960.0,6963.0,21.5,-1123523.0
2291,Washington,2014,934976.0,7052.0,21.2,-1086434.0
2342,Washington,2015,865077.0,7164.0,17.4,-1144891.0
2393,Washington,2016,922592.0,7295.0,15.8,-1149090.0
2444,Washington,2017,942447.0,7425.0,17.7,-1154439.0
3059,Washington,2018,929108.1,7437.6,19.2,-1311061.8
3060,Washington,2019,929713.9,7525.5,19.6,-1325443.3
3061,Washington,2020,930319.6,7613.5,20.0,-1339824.8
3062,Washington,2021,930925.3,7701.4,20.4,-1354206.3
3063,Washington,2022,931531.1,7789.3,20.8,-1368587.8
3064,Washington,2023,932136.8,7877.2,21.1,-1382969.3
3065,Washington,2024,932742.6,7965.1,21.5,-1397350.9
3066,Washington,2025,933348.3,8053.0,21.9,-1411732.4
3067,Washington,2026,933954.1,8140.9,22.3,-1426113.9
3068,Washington,2027,934559.8,8228.9,22.7,-1440495.4
3069,Washington,2028,935165.5,8316.8,23.1,-1454876.9
3070,Washington,2029,935771.3,8404.7,23.5,-1469258.4
3071,Washington,2030,936377.0,8492.6,23.9,-1483639.9
49,West Virginia,1970,21152.0,1751.0,1.1,-774587.0
100,West Virginia,1971,22281.0,1771.0,1.3,-757253.0
151,West Virginia,1972,24771.0,1798.0,1.4,-804209.0
202,West Virginia,1973,24229.0,1806.0,1.5,-821545.0
253,West Virginia,1974,23779.0,1815.0,2.2,-817949.0
304,West Virginia,1975,22798.0,1842.0,2.8,-767566.0
355,West Virginia,1976,24758.0,1880.0,3.0,-801936.0
406,West Virginia,1977,24320.0,1908.0,3.4,-795426.0
457,West Virginia,1978,27252.0,1923.0,3.6,-780493.0
508,West Virginia,1979,33875.0,1942.0,4.3,-789887.0
559,West Virginia,1980,23421.0,1951.0,5.5,-764754.0
610,West Virginia,1981,22022.0,1954.0,6.5,-747628.0
661,West Virginia,1982,25803.0,1950.0,7.0,-687336.0
712,West Virginia,1983,23389.0,1945.0,7.2,-658199.0
763,West Virginia,1984,25619.0,1928.0,6.7,-692221.0
814,West Virginia,1985,25050.0,1907.0,7.3,-640346.0
865,West Virginia,1986,31416.0,1882.0,6.2,-636930.0
916,West Virginia,1987,28499.0,1858.0,6.2,-652821.0
967,West Virginia,1988,29016.0,1830.0,5.9,-697585.0
1018,West Virginia,1989,25599.0,1807.0,6.2,-722962.0
1069,West Virginia,1990,18512.0,1793.0,6.8,-685887.0
1120,West Virginia,1991,16399.0,1799.0,7.1,-657653.0
1171,West Virginia,1992,18470.0,1806.0,7.1,-669035.0
1222,West Virginia,1993,18459.0,1818.0,7.2,-692324.0
1273,West Virginia,1994,18699.0,1820.0,7.2,-718203.0
1324,West Virginia,1995,19453.0,1824.0,7.5,-719349.0
1375,West Virginia,1996,22037.0,1823.0,7.7,-689111.0
1426,West Virginia,1997,17582.0,1819.0,7.9,-691528.0
1477,West Virginia,1998,16211.0,1816.0,7.3,-720191.0
1528,West Virginia,1999,14808.0,1812.0,7.6,-703689.0
1579,West Virginia,2000,17379.0,1807.0,8.8,-720752.0
1630,West Virginia,2001,14725.0,1801.0,8.8,-717692.0
1681,West Virginia,2002,15137.0,1805.0,8.5,-741824.0
1732,West Virginia,2003,19809.0,1812.0,9.7,-693433.0
1783,West Virginia,2004,19228.0,1816.0,10.8,-717159.0
1834,West Virginia,2005,28331.0,1820.0,13.2,-709122.0
1885,West Virginia,2006,28268.0,1828.0,14.4,-732330.0
1936,West Virginia,2007,26006.0,1834.0,15.0,-763730.0
1987,West Virginia,2008,29247.0,1840.0,17.6,-746944.0
2038,West Virginia,2009,45048.0,1848.0,16.0,-661135.0
2089,West Virginia,2010,45978.0,1854.0,17.4,-705396.0
2140,West Virginia,2011,47220.0,1856.0,20.5,-690900.0
2191,West Virginia,2012,44878.0,1857.0,21.2,-685791.0
2242,West Virginia,2013,53863.0,1854.0,20.6,-697542.0
2293,West Virginia,2014,50019.0,1849.0,20.1,-731195.0
2344,West Virginia,2015,37953.0,1842.0,16.9,-730668.0
2395,West Virginia,2016,39714.0,1831.0,16.4,-722314.0
2446,West Virginia,2017,41831.0,1817.0,17.6,-714589.0
3085,West Virginia,2018,35752.7,1824.9,18.2,-686293.9
3086,West Virginia,2019,36111.3,1824.1,18.6,-684920.3
3087,West Virginia,2020,36469.9,1823.2,18.9,-683546.6
3088,West Virginia,2021,36828.6,1822.3,19.3,-682173.0
3089,West Virginia,2022,37187.2,1821.5,19.7,-680799.4
3090,West Virginia,2023,37545.8,1820.6,20.1,-679425.8
3091,West Virginia,2024,37904.5,1819.7,20.4,-678052.2
3092,West Virginia,2025,38263.1,1818.9,20.8,-676678.6
3093,West Virginia,2026,38621.7,1818.0,21.2,-675304.9
3094,West Virginia,2027,38980.4,1817.1,21.6,-673931.3
3095,West Virginia,2028,39339.0,1816.3,21.9,-672557.7
3096,West Virginia,2029,39697.6,1815.4,22.3,-671184.1
3097,West Virginia,2030,40056.3,1814.5,22.7,-669810.5
48,Wisconsin,1970,58313.0,4429.0,1.8,-1230737.0
99,Wisconsin,1971,61793.0,4462.0,1.9,-1231404.0
150,Wisconsin,1972,65646.0,4502.0,2.0,-1222044.0
201,Wisconsin,1973,67818.0,4524.0,2.3,-1286665.0
252,Wisconsin,1974,65621.0,4546.0,2.9,-1276039.0
303,Wisconsin,1975,66067.0,4579.0,3.3,-1275825.0
354,Wisconsin,1976,69570.0,4596.0,3.6,-1303368.0
405,Wisconsin,1977,74518.0,4627.0,4.0,-1363195.0
456,Wisconsin,1978,90777.0,4646.0,4.1,-1410838.0
507,Wisconsin,1979,92876.0,4683.0,5.2,-1376089.0
558,Wisconsin,1980,187312.0,4712.0,6.7,-1276669.0
609,Wisconsin,1981,196641.0,4726.0,7.9,-1224657.0
660,Wisconsin,1982,195431.0,4729.0,8.3,-1208921.0
711,Wisconsin,1983,217656.0,4721.0,8.4,-1202196.0
762,Wisconsin,1984,215468.0,4736.0,8.4,-1272165.0
813,Wisconsin,1985,217765.0,4748.0,8.4,-1283366.0
864,Wisconsin,1986,161718.0,4756.0,7.6,-1263831.0
915,Wisconsin,1987,152842.0,4778.0,7.6,-1251246.0
966,Wisconsin,1988,157160.0,4822.0,7.4,-1352966.0
1017,Wisconsin,1989,123657.0,4857.0,7.5,-1392933.0
1068,Wisconsin,1990,102565.0,4905.0,8.0,-1382037.0
1119,Wisconsin,1991,108259.0,4964.0,7.9,-1417632.0
1170,Wisconsin,1992,108919.0,5025.0,7.8,-1414647.0
1221,Wisconsin,1993,104600.0,5085.0,7.9,-1481289.0
1272,Wisconsin,1994,106756.0,5134.0,7.9,-1527635.0
1323,Wisconsin,1995,111558.0,5185.0,7.8,-1585605.0
1374,Wisconsin,1996,123860.0,5230.0,8.2,-1638124.0
1425,Wisconsin,1997,123191.0,5266.0,8.3,-1645178.0
1476,Wisconsin,1998,108155.0,5298.0,8.0,-1639938.0
1527,Wisconsin,1999,114212.0,5333.0,8.2,-1726136.0
1578,Wisconsin,2000,113325.0,5374.0,9.9,-1759516.0
1629,Wisconsin,2001,121849.0,5407.0,10.6,-1727804.0
1680,Wisconsin,2002,101548.0,5445.0,10.0,-1789231.0
1731,Wisconsin,2003,115460.0,5479.0,11.3,-1749537.0
1782,Wisconsin,2004,108745.0,5514.0,12.8,-1780757.0
1833,Wisconsin,2005,144880.0,5546.0,15.1,-1827118.0
1884,Wisconsin,2006,144626.0,5578.0,16.8,-1732036.0
1935,Wisconsin,2007,148505.0,5611.0,17.9,-1753120.0
1986,Wisconsin,2008,176510.0,5641.0,20.1,-1717987.0
2037,Wisconsin,2009,170788.0,5669.0,16.7,-1593128.0
2088,Wisconsin,2010,207825.0,5690.0,18.5,-1600668.0
2139,Wisconsin,2011,205632.0,5705.0,20.9,-1587312.0
2190,Wisconsin,2012,195099.0,5720.0,21.3,-1538041.0
2241,Wisconsin,2013,203268.0,5737.0,20.3,-1625575.0
2292,Wisconsin,2014,213404.0,5752.0,20.7,-1673783.0
2343,Wisconsin,2015,215710.0,5761.0,17.0,-1594272.0
2394,Wisconsin,2016,216096.0,5773.0,15.8,-1577811.0
2445,Wisconsin,2017,215300.0,5792.0,16.8,-1590466.0
3072,Wisconsin,2018,191511.5,5893.1,18.8,-1768578.9
3073,Wisconsin,2019,193643.7,5924.7,19.2,-1780103.5
3074,Wisconsin,2020,195776.0,5956.3,19.5,-1791628.1
3075,Wisconsin,2021,197908.2,5987.9,19.9,-1803152.8
3076,Wisconsin,2022,200040.4,6019.5,20.3,-1814677.4
3077,Wisconsin,2023,202172.7,6051.1,20.6,-1826202.0
3078,Wisconsin,2024,204304.9,6082.7,21.0,-1837726.7
3079,Wisconsin,2025,206437.2,6114.3,21.4,-1849251.3
3080,Wisconsin,2026,208569.4,6145.9,21.7,-1860775.9
3081,Wisconsin,2027,210701.6,6177.5,22.1,-1872300.6
3082,Wisconsin,2028,212833.9,6209.1,22.5,-1883825.2
3083,Wisconsin,2029,214966.1,6240.7,22.8,-1895349.8
3084,Wisconsin,2030,217098.3,6272.3,23.2,-1906874.5
50,Wyoming,1970,12129.0,334.0,1.3,-243351.0
101,Wyoming,1971,15331.0,340.0,1.5,-253122.0
152,Wyoming,1972,13492.0,347.0,1.3,-273376.0
203,Wyoming,1973,14024.0,354.0,1.6,-269483.0
254,Wyoming,1974,16196.0,366.0,2.2,-262689.0
305,Wyoming,1975,13226.0,382.0,2.5,-264141.0
356,Wyoming,1976,12547.0,397.0,2.7,-287766.0
407,Wyoming,1977,9937.0,413.0,2.9,-315352.0
458,Wyoming,1978,12774.0,433.0,3.2,-342026.0
509,Wyoming,1979,13906.0,454.0,4.3,-364410.0
560,Wyoming,1980,14250.0,474.0,5.9,-348003.0
611,Wyoming,1981,12117.0,492.0,6.7,-340665.0
662,Wyoming,1982,12241.0,506.0,6.6,-351131.0
713,Wyoming,1983,15778.0,510.0,6.5,-313394.0
764,Wyoming,1984,17197.0,505.0,6.8,-334037.0
815,Wyoming,1985,14997.0,500.0,6.8,-342218.0
866,Wyoming,1986,16232.0,496.0,6.2,-319706.0
917,Wyoming,1987,11117.0,477.0,6.1,-352704.0
968,Wyoming,1988,11398.0,465.0,6.2,-359304.0
1019,Wyoming,1989,10449.0,458.0,6.5,-371588.0
1070,Wyoming,1990,9451.0,454.0,6.5,-389905.0
1121,Wyoming,1991,10494.0,459.0,6.3,-377826.0
1172,Wyoming,1992,8786.0,466.0,6.0,-412813.0
1223,Wyoming,1993,10208.0,473.0,6.1,-396814.0
1274,Wyoming,1994,11936.0,480.0,6.0,-396210.0
1325,Wyoming,1995,10703.0,485.0,6.2,-392485.0
1376,Wyoming,1996,14832.0,488.0,6.4,-400395.0
1427,Wyoming,1997,16423.0,489.0,6.5,-398482.0
1478,Wyoming,1998,15921.0,491.0,6.0,-405094.0
1529,Wyoming,1999,14339.0,492.0,6.6,-410974.0
1580,Wyoming,2000,15236.0,494.0,7.9,-412701.0
1631,Wyoming,2001,14909.0,495.0,8.5,-423435.0
1682,Wyoming,2002,12630.0,500.0,8.0,-426070.0
1733,Wyoming,2003,12064.0,503.0,8.8,-449240.0
1784,Wyoming,2004,14434.0,509.0,10.3,-436284.0
1835,Wyoming,2005,19105.0,514.0,12.9,-436920.0
1886,Wyoming,2006,19351.0,523.0,14.6,-460988.0
1937,Wyoming,2007,18322.0,535.0,14.9,-505242.0
1988,Wyoming,2008,21703.0,546.0,17.9,-516631.0
2039,Wyoming,2009,34009.0,560.0,13.6,-490103.0
2090,Wyoming,2010,44696.0,564.0,15.4,-497067.0
2141,Wyoming,2011,60191.0,567.0,18.2,-497830.0
2192,Wyoming,2012,53505.0,576.0,18.7,-497630.0
2243,Wyoming,2013,52908.0,582.0,18.4,-487366.0
2294,Wyoming,2014,54028.0,583.0,18.8,-483526.0
2345,Wyoming,2015,49730.0,586.0,14.9,-458241.0
2396,Wyoming,2016,54591.0,584.0,13.3,-451148.0
2447,Wyoming,2017,55968.0,579.0,14.5,-456267.0
3098,Wyoming,2018,39672.4,589.9,16.1,-510536.1
3099,Wyoming,2019,40439.0,594.2,16.5,-515518.7
